,Record Number,Token,predicted,expected
3146,4201,Zebra,Pattern,Pattern
3147,4201,Crossbody,Type,Type
3148,4201,Purse,Type,Type
3149,4201,Black,Color,Color
3150,4201,Wristlet,Handle Style,Handle Style
3151,4201,Wallet,Type,Type
3152,4201,Vegan,Features,Features
3153,4201,Faux Leather,Material,Material
3154,4201,Organizer,Type,Type
3155,4201,Clutch,Type,Type
3156,4211,Vera Bradley,Brand,Brand
3157,4211,Lighten Up Grand,Model,
3158,4211,Backpack,Type,Type
3159,4211,lunch,Type,Obscure
3160,4211,bag,Type,Type
3161,4211,Foxwood Meadow,Pattern,Pattern
3162,4221,Chanel CHANEL,Brand,Brand
3163,4221,Deauville GM,Model,Model
3164,4221,A66941,MPN,MPN
3165,4221,Canvas,Fabric Type,Fabric Type
3166,4221,Sequin,Accents,Accents
3167,4221,Gray,Color,Color
3168,4221,SV,Color,Color
3169,4221,Tote,Type,Type
3170,4221,Bag,Type,Type
3171,4221,Ladies,Department,Department
3172,4231,Vera Bradley,Brand,Brand
3173,4231,Hipster,Model,Model
3174,4231,Crossbody,Type,Type
3175,4231,Lisbon Medallion,Pattern,
3176,4241,Prada,Brand,Brand
3177,4241,Nylon,Material,Material
3178,4241,Black,Color,Color
3179,4241,Crossbody,Type,Type
3180,4241,Bag,Type,Type
3181,4251,Vera Bradley,Brand,Brand
3182,4251,Tropical Paradise Villager,Model,Model
3183,4251,Tote,Type,Type
3184,4251,Purse,Type,Type
3185,4251,Shoulder,Type,Type
3186,4251,Travel,Occasion,Occasion
3187,4251,Bag,Type,Type
3188,4261,Coach,Brand,Brand
3189,4261,Womens,Department,Department
3190,4261,Hobo,Type,Type
3191,4261,Handbag,Type,Type
3192,4261,Black,Color,Color
3193,4261,Leather,Material,Material
3194,4261,Adjustable,Features,Features
3195,4261,Strap,Handle Style,Handle Style
3196,4261,Phone Pocket,Features,Features
3197,4271,Miniature,Size,Size
3198,4271,Tooled,Accents,Accents
3199,4271,Leather,Material,Material
3200,4271,Horse,Theme,Style
3201,4271,Saddle,Type,Type
3202,4271,Purse,Type,Type
3203,4281,Prada,Brand,Brand
3204,4281,Ruched,Accents,Fabric Type
3205,4281,Gaufre,Model,Product Line
3206,4281,Napa Leather,Material,Material
3207,4281,Chameleon,Model,Model
3208,4281,Bag Clutch,Type,Type
3209,4281,Tortoise,Color,Color
3210,4281,Chain,Handle/Strap Material,Handle/Strap Material
3211,4291,Avatar the Last Air Bender,Character Family,
3212,4291,Appa,Material,
3213,4301,LOUIS VUITTON,Brand,Brand
3214,4301,Sac Plat,Product Line,Product Line
3215,4301,Tote,Type,Type
3216,4301,Bag,Type,Type
3217,4301,N51140,MPN,MPN
3218,4301,Damier,Product Line,Product Line
3219,4301,canvas,Fabric Type,Fabric Type
3220,4301,Brown,Color,Color
3221,4301,Ebene,Color,Color
3222,4301,Women,Department,Department
3223,4301,LV,Brand,Brand
3224,4311,Chanel,Brand,Brand
3225,4311,Tote,Type,Type
3226,4311,bag,Type,Type
3227,4311,travel line,Product Line,Product Line
3228,4311,Black,Color,Color
3229,4311,Woman,Department,Department
3230,4311,Y4541,MPN,MPN
3231,4321,Dunhill,Brand,Brand
3232,4321,Clutch,Type,Type
3233,4321,bag,Type,Type
3234,4321,Black,Color,Color
3235,4321,Gold,Color,Color
3236,4321,leather,Material,Material
3237,4321,Mens,Department,Department
3238,4321,T8080,MPN,MPN
3239,4331,Tod 's,Brand,Brand
3240,4331,D-bag,Type,Model
3241,4331,burgundy,Color,Color
3242,4331,Kate Middleton,Brand,
3243,4341,GUCCI,Brand,Brand
3244,4341,Web Sherry Line,Product Line,Product Line
3245,4341,GG,Brand,
3246,4341,Shoulder,Type,Type
3247,4341,Tote,Type,Type
3248,4341,Bag,Type,Type
3249,4341,PVC Leather,Material,Material
3250,4341,Brown,Color,Color
3251,4351,Alexande Wang,Brand,Brand
3252,4351,Prisma,Model,Model
3253,4351,Tote,Type,Type
3254,4351,Bag,Type,Type
3255,4361,Louis Vuitton,Brand,Brand
3256,4361,LV,Brand,Brand
3257,4361,Hand Bag,Type,Type
3258,4361,Black,Color,Color
3259,4361,Leather,Material,Material
3260,4371,KIPLING,Brand,Brand
3261,4371,DEFEA,Model,Model
3262,4371,Handbag,Type,Type
3263,4371,Shoulder,Type,Type
3264,4371,CrossBody,Type,Type
3265,4371,Bag,Type,Type
3266,4371,Posies,Color,Color
3267,4381,GUCCI,Brand,Brand
3268,4381,GG,Brand,Brand
3269,4381,Canvas,Fabric Type,Fabric Type
3270,4381,Tote,Type,Type
3271,4381,Bag,Type,Type
3272,4381,Brown,Color,Color
3273,4391,LOUIS VUITTON,Brand,Brand
3274,4391,LV,Brand,Brand
3275,4391,Alma,Model,Model
3276,4391,Hand Bag,Type,Type
3277,4391,Epi Leather,Material,Material
3278,4391,Noir,Color,Color
3279,4391,France,Country/Region of Manufacture,Country/Region of Manufacture
3280,4391,M52142 93MG697,MPN,MPN
3281,4401,Bottega Veneta,Brand,Brand
3282,4401,Tan,Color,Color
3283,4401,Ostrich,Material,Material
3284,4401,Hobo,Type,Type
3285,4411,Salvatore Ferragamo,Brand,Brand
3286,4411,Black,Color,Color
3287,4411,Leather,Material,Material
3288,4411,Vara RW,Model,Model
3289,4411,Bow,Accents,Accents
3290,4411,Small,Size,Size
3291,4411,Shoulder,Type,Type
3292,4411,Bag,Type,Type
3293,4421,LOUIS VUITTON,Brand,Brand
3294,4421,ALMA,Model,Model
3295,4421,HAND BAG,Type,Type
3296,4421,PURSE,Type,Type
3297,4421,MONOGRAM,Pattern,Pattern
3298,4421,CANVAS,Fabric Type,Fabric Type
3299,4421,M51130 VI0955,MPN,
3300,4431,Valentino,Brand,Brand
3301,4431,Rolling,Model,Model
3302,4431,Rockstud,Accents,Accents
3303,4431,Drawstring,Closure,Closure
3304,4431,Bucket,Type,Type
3305,4431,Bag,Type,Type
3306,4431,Leather,Material,Material
3307,4431,Cabochons,Accents,Accents
3308,4431,Mini,Size,Size
3309,4441,JUDITH LEIBER,Brand,Brand
3310,4441,SWAROVSKI CRYSTAL HEART,Accents,Accents
3311,4441,GOLD,Color,Color
3312,4441,MINAUDIERE,Style,Style
3313,4441,CLUTCH,Type,Type
3314,4441,Evening,Occasion,Occasion
3315,4441,Bag,Type,Type
3316,4451,Louis Vuitton,Brand,Brand
3317,4451,Handbag,Type,Type
3318,4451,Reporter,Model,Model
3319,4451,Luxury,Theme,Theme
3320,4451,Bag,Type,Type
3321,4461,Kate Spade,Brand,Brand
3322,4461,Mulberry,Brand,
3323,4461,Vivian Hot Chili,Model,
3324,4461,Leather,Material,Material
3325,4461,Hobo,Type,Type
3326,4461,Bag,Type,Type
3327,4461,WKRU4138,MPN,MPN
3328,4461,Red,Color,Color
3329,4471,Large,Size,Size
3330,4471,leather,Material,Material
3331,4471,horsebit,Accents,Accents
3332,4471,Gucci,Brand,Brand
3333,4471,handbag,Type,Type
3334,4481,Chanel,Brand,Brand
3335,4481,Small,Size,Size
3336,4481,Coco,Product Line,Product Line
3337,4481,Handle,Handle Style,Handle Style
3338,4481,Chevron,Pattern,Pattern
3339,4481,Caviar,Product Line,Product Line
3340,4481,Quilted,Features,Features
3341,4481,Flap,Type,Type
3342,4481,Bag,Type,Type
3343,4481,Black,Color,Color
3344,4491,CASPAR,Brand,Brand
3345,4491,TA310,MPN,No Tag
3346,4491,Women,Department,Department
3347,4491,Envelope,Type,Type
3348,4491,Clutch,Type,Type
3349,4491,Evening,Occasion,Occasion
3350,4491,Bag,Type,Type
3351,4491,Shoulder Strap,Handle Style,Handle Style
3352,4501,Chanel,Brand,Brand
3353,4501,Belt,Type,Type
3354,4501,bag,Type,Type
3355,4511,burberry,Brand,Brand
3356,4511,purse,Type,Type
3357,4521,Coin,Type,
3358,4521,Purse,Type,
3359,4521,Bag,Type,Type
3360,4521,Fidget,Character,
3361,4521,Rainbow,Pattern,Color
3362,4521,Bubble,Pattern,Accents
3363,4531,BOOK OF SPELLS,Theme,Theme
3364,4531,VINYL,Accents,Material
3365,4531,CROSSBODY,Type,Type
3366,4531,BAG,Type,Type
3367,4531,CLUTCH,Type,Type
3368,4531,WRISTLET,Handle Style,Handle Style
3369,4541,HERMES,Brand,Brand
3370,4541,Toile de Camp Dechainee,Model,Model
3371,4541,Canvas,Fabric Type,Fabric Type
3372,4541,Black,Color,Color
3373,4541,35cm,"Measurement, dimension","Measurement, dimension"
3374,4541,Birkin,Product Line,Product Line
3375,4541,Bag,Type,Type
3376,4551,Gucci,Brand,Brand
3377,4551,GG Supreme,Product Line,Product Line
3378,4551,Arabesque,Model,Model
3379,4551,Small,Size,Size
3380,4551,Boston,Type,Type
3381,4551,Top Handle,Handle Style,Handle Style
3382,4551,Shoulder,Type,Type
3383,4551,Bag,Type,Type
3384,4551,Red,Color,Color
3385,4561,Louis Vuitton,Brand,Brand
3386,4561,M45392,MPN,MPN
3387,4561,Monogram,Pattern,Pattern
3388,4561,Eclipse,Model,Model
3389,4561,Keepall,Product Line,Product Line
3390,4561,Bandouliere,Type,Type
3391,4561,50,Model,Model
3392,4561,Gray,Color,Color
3393,4561,Black,Color,Color
3394,4561,Boston,Type,Type
3395,4571,Burberry,Brand,Brand
3396,4571,Ashby,Model,Model
3397,4571,check,Pattern,Pattern
3398,4571,tassel,Accents,Accents
3399,4571,hobo,Type,Type
3400,4571,tote,Type,Type
3401,4571,Medium,Size,Size
3402,4571,crossbody,Type,Type
3403,4571,bag,Type,Type
3404,4571,brown,Color,Color
3405,4581,FOSSIL,Brand,Brand
3406,4581,MADDOX,Model,Model
3407,4581,TOP-ZIP,Closure,Closure
3408,4581,FLAMINGO,Pattern,Color
3409,4581,PINK,Color,Color
3410,4581,LEATHER,Material,Material
3411,4581,SATCHEL,Type,Type
3412,4581,CROSSBODY,Type,Type
3413,4581,HAND BAG,Type,Type
3414,4581,PURSE,Type,Type
3415,4591,LOUIS VUITTON,Brand,Brand
3416,4591,BUCKET PM,Product Line,Product Line
3417,4591,Shoulder,Type,Type
3418,4591,Bag,Type,Type
3419,4591,Monogram,Pattern,Pattern
3420,4591,Leather,Material,Material
3421,4591,France,Country/Region of Manufacture,Country/Region of Manufacture
3422,4591,M42238 34BU048,MPN,
3423,4601,LOUIS VUITTON,Brand,Brand
3424,4601,CABAS PIANO,Model,Model
3425,4601,HAND,Type,Type
3426,4601,TOTE,Type,Type
3427,4601,BAG,Type,Type
3428,4601,PURSE,Type,Type
3429,4601,MONOGRAM,Pattern,Pattern
3430,4601,M51148 VI0014,MPN,MPN
3431,4611,Laurel Burch,Brand,Brand
3432,4611,Dog & Doggies Papillon Dogs,Model,
3433,4611,Black,Color,Color
3434,4611,Brights,Hardware Material,No Tag
3435,4611,Travel,Occasion,Occasion
3436,4611,Tote,Type,Type
3437,4611,Bag,Type,Type
3438,4621,Paloma Picasso,Brand,Brand
3439,4621,Black,Color,Color
3440,4621,Gold,Color,Color
3441,4621,Leather,Material,Material
3442,4621,Tassel,Accents,Accents
3443,4621,Crossbody,Type,Type
3444,4621,Women 's,Department,Department
3445,4621,Bag,Type,Type
3446,4631,Michael Kors,Brand,Brand
3447,4631,Kenly,Model,Model
3448,4631,Large,Size,Size
3449,4631,Tote,Type,Type
3450,4631,Satchel,Type,Type
3451,4631,Bag,Type,Type
3452,4631,Brown,Color,Color
3453,4631,Graphic,Pattern,
3454,4631,Logo,Accents,
3455,4631,MK,Brand,Brand
3456,4631,Black,Color,Color
3457,4641,CHANEL,Brand,Brand
3458,4641,BAG,Type,Type
3459,4641,BAG,Type,Type
3460,4641,SHOUDER,Style,Handle Style
3461,4641,BAG,Type,Type
3462,4641,BAG,Type,Type
3463,4641,BLACK,Color,Color
3464,4641,GOLD,Color,Color
3465,4641,MATELASSE,Pattern,Pattern
3466,4641,LAMBSKIN,Material,Material
3467,4641,CHOULDER STRAP,Handle Style,Handle Style
3468,4651,GHURKA,Brand,Brand
3469,4651,The Expediter No 34,Model,Product Line
3470,4651,Brown,Color,Color
3471,4651,Leather,Material,Material
3472,4651,Briefcase,Type,Type
3473,4661,Michael Kors,Brand,Brand
3474,4661,Leather,Material,Material
3475,4661,Carine,Model,Model
3476,4661,Crossbody,Type,Type
3477,4661,Bag,Type,Type
3478,4661,Light,Color,Color
3479,4661,Sand,Color,Color
3480,4661,Beige,Color,Color
3481,4671,Kathy Van Zeeland,Brand,Brand
3482,4671,TOTE,Type,Type
3483,4671,Signature,Pattern,No Tag
3484,4671,FLOWER,Pattern,Pattern
3485,4671,Jacquard,Fabric Type,Fabric Type
3486,4671,Key Charm,Accents,Accents
3487,4671,HOBO,Type,Type
3488,4671,Bag,Type,Type
3489,4681,Gucci,Brand,Brand
3490,4681,GG,Brand,Brand
3491,4681,star,Pattern,Pattern
3492,4681,tote,Type,Type
3493,4681,bag,Type,Type
3494,4681,PVC,Material,Material
3495,4681,Beige,Color,Color
3496,4681,light,Color,Color
3497,4681,blue,Color,Color
3498,4681,1215 * 3464,"Measurement, dimension","Measurement, dimension"
3499,4691,LOUIS VUITTON,Brand,Brand
3500,4691,Noe,Model,Model
3501,4691,M42224,MPN,MPN
3502,4691,Monogram,Pattern,Pattern
3503,4691,AR0934,MPN,No Tag
3504,4691,Womens,Department,Department
3505,4691,Shoulder,Type,Type
3506,4691,Bag,Type,Type
3507,4701,Kanken,Material,
3508,4701,No. 2,Model,
3509,4701,16L,"Measurement, dimension","Measurement, dimension"
3510,4701,Backpack,Type,Type
3511,4711,Bicycle,Type,Obscure
3512,4711,Bicycle,Type,Obscure
3513,4711,Baskets,Type,Obscure
3514,4711,Rattan,Material,Material
3515,4711,Small,Size,Obscure
3516,4711,Back,Type,Obscure
3517,4711,Basket,Type,Type
3518,4711,Children Child,Department,
3519,4711,Bicycle,Occasion,Obscure
3520,4711,Bicycle,Occasion,Obscure
3521,4721,Fendi,Brand,Brand
3522,4721,FF,Pattern,Pattern
3523,4721,White,Color,Color
3524,4721,Lamb Leather,Material,Material
3525,4721,Nano,Model,Style
3526,4721,Baguette,Type,Type
3527,4721,Charm,Accents,Accents
3528,4721,Crossbody,Type,Type
3529,4721,Bag Clutch,Type,Type
3530,4721,Purse,Type,Type
3531,4731,Multicolor,Color,Color
3532,4731,Patchwork,Pattern,Pattern
3533,4731,Leather,Material,Material
3534,4731,Women 's,Department,Department
3535,4731,Backpack,Type,Type
3536,4731,Shoulder,Type,Type
3537,4731,Handbag,Type,
3538,4731,Bags,Type,
3539,4741,Bolso,Type,Type
3540,4741,Mujer,Department,Department
3541,4741,Casual,Occasion,Occasion
3542,4741,Bolso De Mano,Type,Type
3543,4751,COACH,Brand,Brand
3544,4751,Swagger 21,Model,
3545,4751,Carryall,Type,Type
3546,4751,Satchel,Type,Type
3547,4751,Bag,Type,Type
3548,4751,Rainbow,Pattern,
3549,4751,Colorblock,Pattern,
3550,4751,Azure,Color,Color
3551,4761,Marc Jacobs,Brand,Brand
3552,4761,The,Model,
3553,4761,MINI,Size,
3554,4761,SQUEEZE,Model,
3555,4761,Half-Moon,Features,Type
3556,4761,Crossbody,Type,Type
3557,4761,Bag,Type,Type
3558,4761,Vivid,Color,Color
3559,4761,Pink,Color,Color
3560,4771,Valentino,Brand,Brand
3561,4771,Rockstud,Accents,Accents
3562,4771,Floral,Pattern,Pattern
3563,4771,Strap,Handle Style,Handle Style
3564,4771,Strap,Handle Style,Handle Style
3565,4771,Bag Strap,Type,
3566,4781,HERMES,Brand,Brand
3567,4781,Garden Party,Product Line,Product Line
3568,4781,PM,Model,Model
3569,4781,Tote,Type,Type
3570,4781,Bag,Type,Type
3571,4781,Leather,Material,Material
3572,4781,Brown,Color,Color
3573,4791,LOUIS VUITTON,Brand,Brand
3574,4791,Saks FC,Model,Model
3575,4791,Tote,Type,Type
3576,4791,Suitcase,Type,Type
3577,4791,Luggage,Type,Type
3578,4791,Bag,Type,Type
3579,4791,Keepall,Product Line,Product Line
3580,4801,LOUIS VUITTON,Brand,Brand
3581,4801,Giant,Size,Size
3582,4801,Monogram,Pattern,Pattern
3583,4801,On the Go MM,Model,Model
3584,4801,2way,Features,Features
3585,4801,Tote,Type,Type
3586,4801,Shoulder,Type,Type
3587,4801,Bag,Type,Type
3588,4801,M45039,MPN,MPN
3589,4811,LOUIS VUITTON,Brand,Brand
3590,4811,BUCKET PM,Product Line,Product Line
3591,4811,PURSE,Type,Type
3592,4811,POUCH,Type,Type
3593,4811,BAG,Type,Type
3594,4811,MONOGRAM,Pattern,Pattern
3595,4821,IVORY CHANEL,Brand,
3596,4821,CLASSIC,Model,Model
3597,4821,DOUBLE FLAP,Type,Type
3598,4821,LAMBSKIN,Material,Material
3599,4821,BAG,Type,Type
3600,4821,24K,Hardware Material,
3601,4821,GOLD PLATED,Hardware Material,
3602,4831,Kah & Kee,Brand,Brand
3603,4831,Lavender,Color,Color
3604,4831,Purple,Color,Color
3605,4831,Backpack,Type,Type
3606,4831,Diaper,Type,No Tag
3607,4831,Bag,Type,Type
3608,4841,COACH,Brand,Brand
3609,4841,Signature,Pattern,
3610,4841,corner,Style,No Tag
3611,4841,zip,Closure,Closure
3612,4841,wristlet,Handle Style,Handle Style
3613,4841,wallet,Type,Type
3614,4841,Black,Color,Color
3615,4841,F58032,MPN,MPN
3616,4851,LOUIS VUITTON,Brand,Brand
3617,4851,PAPILLON 26,Model,Model
3618,4851,HAND BAG,Type,Type
3619,4851,PURSE,Type,Type
3620,4851,DAMIER,Product Line,Product Line
3621,4851,CANVAS,Fabric Type,Fabric Type
3622,4851,N51304,MPN,MPN
3623,4861,Vera Bradley,Brand,
3624,4861,Grand Traveler,Model,
3625,4861,Lotus,Pattern,Obscure
3626,4861,Flower,Pattern,Obscure
3627,4861,Quilted,Features,Obscure
3628,4861,Cotton,Material,Obscure
3629,4871,Chanel,Brand,Brand
3630,4871,Ivory,Color,Color
3631,4871,Creme,Color,Color
3632,4871,Soft,Features,Features
3633,4871,Caviar,Product Line,Product Line
3634,4871,French,Country/Region of Manufacture,Model
3635,4871,Riviera,Model,"Measurement, dimension"
3636,4871,Tote,Type,Type
3637,4871,Hobo,Type,Type
3638,4871,Shopping,Type,Type
3639,4871,GST,Model,Model
3640,4881,CHANEL,Brand,Brand
3641,4881,CC Logo,Accents,Accents
3642,4881,Matelasse,Pattern,Pattern
3643,4881,Chain,Handle/Strap Material,Handle/Strap Material
3644,4881,Hand Bag,Type,Type
3645,4881,Leather,Material,Material
3646,4881,Black,Color,Color
3647,4881,France,Country/Region of Manufacture,Country/Region of Manufacture
3648,4881,94MQ067,MPN,MPN
3649,4891,B.Makowsky,Brand,Brand
3650,4891,Green,Color,Color
3651,4891,Green,Color,Color
3652,4891,Leather Suede,Material,Material
3653,4891,Hobo,Type,Type
3654,4891,Bag,Type,Type
3655,4891,Gold,Color,Color
3656,4891,Emerald,Color,Color
3657,4891,Green,Color,Color
3658,4891,Green,Color,Color
3659,4891,Purse,Type,Type
3660,4901,COACH,Brand,Brand
3661,4901,ROUGE SCOUT,Model,
3662,4901,LEATHER,Material,Material
3663,4901,HOBO,Type,Type
3664,4901,SHOULDER,Type,Type
3665,4901,BAG,Type,Type
3666,4911,COACH,Brand,Brand
3667,4911,CAMPBELL,Product Line,Model
3668,4911,LEATHER,Material,Material
3669,4911,TRIPLE ENTRY,Features,
3670,4911,HOBO,Type,Type
3671,4911,SHOULDER,Type,Type
3672,4911,BAG,Type,Type
3673,4921,BIOWORLD Bio World,Brand,Brand
3674,4921,Harry Potter Hogwarts Express,Character,Character
3675,4921,Chain,Handle/Strap Material,Handle/Strap Material
3676,4921,Shoulder,Type,Type
3677,4921,Bag,Type,Type
3678,4931,LOUIS VUITTON,Brand,Brand
3679,4931,Alma,Model,Model
3680,4931,M51130,MPN,MPN
3681,4931,Monogram,Pattern,Pattern
3682,4931,TH0977,MPN,No Tag
3683,4931,Womens,Department,Department
3684,4931,Handbag,Type,Type
3685,4941,MICHAEL KORS,Brand,Brand
3686,4941,CHARLOTTE,Product Line,Product Line
3687,4941,Pebbled,Pattern,Pattern
3688,4941,Leather,Material,Material
3689,4941,LARGE,Size,Size
3690,4941,SATCHEL,Type,Type
3691,4941,SHOULDER,Type,Type
3692,4941,BAG,Type,Type
3693,4951,MCM,Brand,Brand
3694,4951,Neon,Color,Obscure
3695,4951,Pink,Color,Color
3696,4951,Coated Canvas,Fabric Type,Fabric Type
3697,4951,Rockstar,Model,Obscure
3698,4951,Vanity,Style,Style
3699,4951,Case,Type,Obscure
3700,4951,Bag,Type,Type
3701,4961,Authenic,Style,No Tag
3702,4961,Chanel,Brand,Brand
3703,4961,Cambon,Product Line,Product Line
3704,4961,Quilted,Features,Features
3705,4961,CC Logo,Accents,Accents
3706,4961,Tote,Type,Type
3707,4961,Bag,Type,Type
3708,4961,White,Color,Color
3709,4961,B4472,MPN,MPN
3710,4961,Lambskin,Material,Material
3711,4971,Chala,Brand,Brand
3712,4971,Crossbody,Type,Type
3713,4971,Bag,Type,Type
3714,4971,Zipper,Closure,Closure
3715,4971,Flap,Type,Type
3716,4971,Top,Type,Style
3717,4971,Slim,Style,Style
3718,4971,Cat,Pattern,No Tag
3719,4971,keyChain,Accents,No Tag
3720,4971,red,Color,Color
3721,4981,PRADA,Brand,Brand
3722,4981,Canapa,Model,Model
3723,4981,Canvas,Fabric Type,Fabric Type
3724,4981,Tote,Type,Type
3725,4981,Hand Bag,Type,Type
3726,4981,Pink,Color,Color
3727,4991,TORY BURCH,Brand,Brand
3728,4991,ROBINSON,Model,Model
3729,4991,Striped,Pattern,Pattern
3730,4991,Shoulder,Type,Type
3731,4991,Bag,Type,Type
3732,4991,IVORY,Color,Color
3733,4991,Saffiano,Material,Material
